workflow_log_id,complaint_id,old_status,new_status,action_type,action_by,action_note,action_datetime,ip_address
728bba1d-2c71-470a-bb3e-eedd184e76fb,8bd888f7-cae7-4733-baa9-e863c1b742cc,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000015,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-27 02:09:17,192.168.2.202
14cb5cc4-2050-48e5-8e54-4980ee429fa0,8bd888f7-cae7-4733-baa9-e863c1b742cc,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000015,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-27 17:09:17,192.168.4.174
b5471184-6cd3-4968-9aca-ba2a18202a66,8bd888f7-cae7-4733-baa9-e863c1b742cc,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000460,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-06-28 08:09:17,192.168.1.136
b1d713db-47c2-4cfe-88ad-970fddde050b,35cc2ba3-53fc-4f9f-9429-0382ca36f35c,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000013,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-04 07:15:23,192.168.6.6
d1bcd2c7-d14c-4619-b818-c551428452c2,35cc2ba3-53fc-4f9f-9429-0382ca36f35c,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000013,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-03-05 01:15:23,192.168.1.30
8e3aee3a-b015-46ed-a28a-1625e3f5fa90,def95138-1e48-4fc5-abbc-3c6cd89f7f55,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000298,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-06-05 23:59:30,192.168.10.44
ed7ee742-57c3-42e9-8e0a-d42e4ee52d2e,c73f4b99-97cc-41a3-b7e4-5b4f00d0af0e,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000026,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-29 13:00:19,192.168.10.159
763a46ba-ab1b-4634-b9db-8c5e38ecba4c,c73f4b99-97cc-41a3-b7e4-5b4f00d0af0e,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000026,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-30 13:00:19,192.168.1.119
2c88cb76-b286-489a-a54f-a635383d892b,c73f4b99-97cc-41a3-b7e4-5b4f00d0af0e,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000286,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-05-01 13:00:19,192.168.3.231
f4b2b566-e060-4158-bf23-7c428161b97d,c563bcff-5961-440c-9e46-539dabfe78aa,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000019,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-12 12:42:07,192.168.1.232
034936b0-f3ac-47b9-a875-1070b06509ca,c563bcff-5961-440c-9e46-539dabfe78aa,IN_PROGRESS,PAUSED,PAUSED,00000001-0000-0000-0000-000000000019,พักการดำเนินการชั่วคราว รอข้อมูลเพิ่มเติมจากผู้ร้องเรียน,2025-03-13 07:42:07,192.168.10.188
aae118b6-ec5a-4d44-852a-0fe7dad210db,b0550bec-13ea-4bf4-8787-41264203da1e,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000031,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-09 06:19:39,192.168.9.207
e5d7bdbc-32e4-4976-aabe-d4c6a18a7684,d913c880-2b59-4507-a97d-13490643c9c4,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000013,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-19 21:44:44,192.168.6.223
84e73f2b-bc28-410c-a2ca-1c2c9734e607,d913c880-2b59-4507-a97d-13490643c9c4,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000013,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-20 03:44:44,192.168.10.74
01598a97-fbbf-42ef-bfb1-e1fd5ebb5d8f,0520f652-ca25-40f2-b641-0983dffb8ac0,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000029,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-22 23:49:29,192.168.1.187
a25d851d-ad20-4745-9ef1-ad394ad5800d,0520f652-ca25-40f2-b641-0983dffb8ac0,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000029,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-23 07:49:29,192.168.9.228
d813add7-95c0-461a-8762-6eb5113ace3d,0520f652-ca25-40f2-b641-0983dffb8ac0,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000100,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-04-23 15:49:29,192.168.10.110
65f7386c-0693-49c0-bc0e-ded17e0b34d7,bed45c7b-5cc8-493f-9ca5-49bcf20b5434,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000018,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-13 03:54:10,192.168.10.97
8020706c-8651-413b-ba67-25238bcd0e24,bed45c7b-5cc8-493f-9ca5-49bcf20b5434,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000018,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-13 18:54:10,192.168.3.219
d76c26ba-06a1-400d-8d49-fa30452a9646,22c07d41-dc94-45d8-9500-d8a59b81ad95,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000013,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-20 17:10:30,192.168.5.29
562ea15f-da5b-499f-858b-4b704b4e9cbd,22c07d41-dc94-45d8-9500-d8a59b81ad95,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000013,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-21 01:10:30,192.168.4.68
d80dae4e-6a9b-4e2d-ac45-0b4b2db60aff,fb208c04-ec2f-419f-9fe0-dc245d5709e7,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000020,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-24 10:31:07,192.168.10.192
2c6060ba-084c-45be-bf9e-81e7d6ca1411,fb208c04-ec2f-419f-9fe0-dc245d5709e7,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000020,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-25 06:31:07,192.168.3.244
470950c5-98a0-42d2-a048-b8ce1b262d7c,fb208c04-ec2f-419f-9fe0-dc245d5709e7,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000090,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-05-26 02:31:07,192.168.6.92
ede3ec4c-3d75-43a9-bf0a-87309276b68e,e129d112-2262-4fde-9d0f-add753fa2847,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000013,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-17 11:03:05,192.168.6.254
c5de3843-d2d1-4762-9487-46651637a0c2,e129d112-2262-4fde-9d0f-add753fa2847,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000013,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-18 07:03:05,192.168.10.95
a4974595-12c9-4062-928b-4f51d81d5bc2,e129d112-2262-4fde-9d0f-add753fa2847,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000470,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-04-19 03:03:05,192.168.3.144
fcece3ab-d8c8-4b99-a361-f9957e3b2460,ec4356b8-b930-4a6b-9d5f-7a903ffd1a16,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000030,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-27 02:19:58,192.168.2.111
ba8140cf-e4e7-4d9c-aed7-38a98a3b1105,ec4356b8-b930-4a6b-9d5f-7a903ffd1a16,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000030,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-03-27 08:19:58,192.168.8.35
590624e3-5211-4157-bee8-1f89994e4494,ec4356b8-b930-4a6b-9d5f-7a903ffd1a16,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000213,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-03-27 14:19:58,192.168.3.226
c36b6b92-7640-43f0-9143-9d5215fd2343,2af100fe-690e-48e3-9d6f-1d16014e9463,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000411,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-05-12 18:18:55,192.168.1.46
727d0477-91f0-4f0f-a6e4-6a80596624a8,b670ad92-aea0-44c6-b653-c7df110b8f63,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000025,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-02-06 00:24:53,192.168.10.169
ea4760df-f12b-450c-bb4b-6e7182d8ad34,b670ad92-aea0-44c6-b653-c7df110b8f63,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000025,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-02-06 16:24:53,192.168.6.118
51ef06b8-8726-4595-a02b-a5aa198ec600,f19ba027-c80a-4546-95d5-9928dc0468cb,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000012,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-05 21:41:51,192.168.4.205
fc8e16b6-c23e-4288-82f1-d0a148209688,f19ba027-c80a-4546-95d5-9928dc0468cb,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000012,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-06 12:41:51,192.168.8.81
27f4d5a3-f8b8-4bda-9db7-35e77ee8fb3a,6b78c72c-418a-4111-af59-2c7bd6e0d6b9,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000025,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-01-17 14:15:45,192.168.6.57
f54aac76-4a27-4c26-b601-969ee970077e,ace1cf86-8029-46a8-b4e0-9168bc58bf08,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000032,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-23 16:46:46,192.168.7.99
4184b354-b70b-4c92-8058-85faff80edb8,ace1cf86-8029-46a8-b4e0-9168bc58bf08,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000032,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-24 02:46:46,192.168.9.151
25c46461-6494-4b3c-bfd3-3f977152af3a,2e1b230a-c823-43af-b2de-bd2b96a16943,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000226,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-04-02 05:32:57,192.168.7.178
87397945-d304-4d50-bf88-e37d752874f9,d1d64ce7-22c9-4df9-8d93-44139fa40a41,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000011,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-19 16:03:42,192.168.7.22
d0879ffd-87be-48e4-a2b8-684c70a5318a,d1d64ce7-22c9-4df9-8d93-44139fa40a41,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000011,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-20 00:03:42,192.168.8.59
079f2a99-fdab-425c-b6d5-18ad5344960c,ddfb1a01-9099-47a2-b3b3-81ad64e73ab8,PENDING,REJECTED,REJECTED,00000001-0000-0000-0000-000000000039,ปฏิเสธเรื่องร้องเรียน เนื่องจากไม่อยู่ในขอบเขตความรับผิดชอบ,2025-02-07 16:47:09,192.168.7.87
8d3cbaee-fe45-4ceb-9511-698ab79b1c86,970c4a6a-3880-4a62-9bac-546c45e45e13,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000028,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-05 21:48:26,192.168.4.83
fc961cb3-efc6-4ca7-9915-007ab38d4691,cadca20d-0ef8-4a95-a7f2-aa8a883c9b0c,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000024,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-02-07 06:30:19,192.168.8.193
381b387f-7516-44eb-a51e-b600dccb545a,cadca20d-0ef8-4a95-a7f2-aa8a883c9b0c,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000024,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-02-08 00:30:19,192.168.5.184
7c66d3b9-9da4-4ea4-817b-90fbb7cd40bd,140951ed-5581-4c77-9973-2b7000686c69,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000022,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-18 12:02:06,192.168.2.36
18a7ead9-423d-4f9f-9dd2-a55b533c1624,140951ed-5581-4c77-9973-2b7000686c69,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000022,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-03-19 09:02:06,192.168.10.183
10804933-278a-4355-8d21-68dfdfc464a9,7e3b4d4b-9e36-4da7-b137-c7178ade3c04,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000012,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-24 11:43:37,192.168.5.51
e1c6f026-45dc-4ac5-ba83-b57fbc8cf81f,7e3b4d4b-9e36-4da7-b137-c7178ade3c04,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000012,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-24 13:43:37,192.168.2.21
c19e3c16-7879-4378-9027-106c9077f751,3c8a44b5-2326-4e7c-9a7e-d42cf77a2329,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000012,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-02-15 14:46:18,192.168.2.254
ff8c1ce1-fc6c-42d3-9ce1-4cae94c1b934,3c8a44b5-2326-4e7c-9a7e-d42cf77a2329,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000012,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-02-15 17:46:18,192.168.3.198
16c4b4e7-cd2c-46c3-9921-1ca4f3e74f03,f9c1a66f-c783-4a8a-9943-a8e4936efd9d,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000011,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-22 03:11:57,192.168.6.237
81c14270-24fb-4112-b8d2-e0c0edb68ebe,f9c1a66f-c783-4a8a-9943-a8e4936efd9d,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000011,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-22 16:11:57,192.168.1.10
60403c1d-93ff-467d-9ac9-7194a0a378ed,f9c1a66f-c783-4a8a-9943-a8e4936efd9d,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000243,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-05-23 05:11:57,192.168.2.122
4aa966e6-0e96-4076-9f35-9711336d6997,675677ad-a716-411b-91a0-a771d38fb01b,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000020,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-07 00:17:49,192.168.3.84
ef0e5b87-8365-4862-a068-9c7e6c4c6901,675677ad-a716-411b-91a0-a771d38fb01b,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000020,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-03-07 07:17:49,192.168.7.106
18fe5743-8c28-4a3d-ab84-e4820759eb87,675677ad-a716-411b-91a0-a771d38fb01b,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000445,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-03-07 14:17:49,192.168.5.20
d5282790-0e6e-4aba-a38d-a08649b64f0d,7f27a784-0c24-4b68-8368-1dbdd95e25f5,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000030,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-06 06:27:13,192.168.5.39
74d3a16a-ddd0-477f-a093-735a8b482331,7f27a784-0c24-4b68-8368-1dbdd95e25f5,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000030,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-06 23:27:13,192.168.10.71
548a53c6-95db-4a84-a4ff-36e6047feead,64b3ef8f-a886-489b-a7f4-c73e62d55daf,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000020,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-03 10:17:09,192.168.1.98
27558acd-c055-4293-8e35-96f2f754cfd9,64b3ef8f-a886-489b-a7f4-c73e62d55daf,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000020,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-04 05:17:09,192.168.5.164
af8d4905-3fb0-4c90-a6e4-61e6d216b603,c5b661ef-b5c3-4a37-b084-0507a8f47c88,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000011,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-05 04:59:22,192.168.9.196
73bf6d4e-fa7d-4152-8141-5a8681601413,c5b661ef-b5c3-4a37-b084-0507a8f47c88,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000011,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-05 18:59:22,192.168.6.140
e208308e-dd7e-4ea0-beb1-9b3350dc2330,e259f950-5b61-4a3d-a521-223988e0fec1,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000016,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-07 12:24:42,192.168.7.210
9a03eb25-c2c9-44e6-bc17-eb340153264a,e259f950-5b61-4a3d-a521-223988e0fec1,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000016,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-08 11:24:42,192.168.10.223
29661aff-e7bb-42fd-801a-e3aebb1e961d,e259f950-5b61-4a3d-a521-223988e0fec1,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000199,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-05-09 10:24:42,192.168.9.195
9d154790-e60e-4b75-ba9f-9db2f6cc8bb8,b38b52d6-a346-4816-bba3-9f46732d4a57,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000354,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-03-13 13:34:41,192.168.5.164
c15e5744-c27f-4815-a507-c8f6301212ec,02af2649-67ea-4f98-8809-e1e55dab1d76,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000454,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-05-13 20:51:41,192.168.10.219
08b1aab9-b8f6-4163-85b5-e54d814d478b,f32fcc3f-4b54-4b60-87c5-962340baa5f1,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000123,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-04-02 09:58:39,192.168.6.133
1dcc30bf-d81e-43e0-b52b-8a6507e575a3,99da0453-1ca9-4362-9b1a-65846bbf97c5,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000017,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-28 17:07:31,192.168.4.39
ad3dfcf5-66ca-4091-bb53-cda9eac101ce,99da0453-1ca9-4362-9b1a-65846bbf97c5,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000017,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-29 16:07:31,192.168.5.121
3f7eb8b8-cebb-486e-a983-38e458201113,99da0453-1ca9-4362-9b1a-65846bbf97c5,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000478,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-05-30 15:07:31,192.168.2.24
f507e293-34b6-41d8-89ec-aeaffb46d410,60fd4beb-c681-44bd-a751-2dcc2352c939,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000033,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-11 19:17:09,192.168.3.162
b3589cac-8d1d-4fbe-9723-abb663365910,60fd4beb-c681-44bd-a751-2dcc2352c939,IN_PROGRESS,PAUSED,PAUSED,00000001-0000-0000-0000-000000000033,พักการดำเนินการชั่วคราว รอข้อมูลเพิ่มเติมจากผู้ร้องเรียน,2025-05-12 10:17:09,192.168.8.122
053330ef-1341-4538-8b3e-3b54f92a25bd,3954a864-a49e-4d17-a48d-f1a94a587726,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000012,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-01 21:05:00,192.168.9.173
7bdff76d-da26-4410-a7ce-322fb5441bac,3954a864-a49e-4d17-a48d-f1a94a587726,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000012,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-01 23:05:00,192.168.1.118
450c9ced-2980-4030-9917-06e5c99493c3,3954a864-a49e-4d17-a48d-f1a94a587726,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000243,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-06-02 01:05:00,192.168.10.207
6fc3b420-dbaf-4e3b-bbf6-dfb6c97670a6,bd644be4-f70d-441c-ad9e-b4c58a003a4c,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000013,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-07 09:02:38,192.168.4.82
affea2cc-cf59-46b0-b989-38fe8ff9dd17,bd644be4-f70d-441c-ad9e-b4c58a003a4c,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000013,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-08 04:02:38,192.168.6.50
e0ca6b0b-1c95-4d41-b41c-8c0fcb198384,ca99ecd6-eff2-481e-963d-5317e867bd84,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000020,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-26 02:32:14,192.168.1.102
c712fe03-0a5f-483a-8220-86dd817542ca,ca99ecd6-eff2-481e-963d-5317e867bd84,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000020,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-03-26 06:32:14,192.168.7.231
aee813f9-822d-4abf-acd5-68ee0b376fcd,713a8c72-2cd8-4f4e-88a6-eccb878f16f4,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000014,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-02-09 14:51:56,192.168.3.142
1ed2f3ba-04ff-4e7c-88ff-654812414052,713a8c72-2cd8-4f4e-88a6-eccb878f16f4,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000014,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-02-09 18:51:56,192.168.2.222
55c073f0-39a3-464b-911f-92c4ed0b585b,713a8c72-2cd8-4f4e-88a6-eccb878f16f4,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000196,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-02-09 22:51:56,192.168.7.71
c292da4b-02e0-4eff-b164-d7b92ededdc7,313aa079-34fb-474a-9ff1-ad52f4d7d740,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000011,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-14 18:43:57,192.168.3.223
f99300b7-bec1-464c-8111-46a88dbbf79d,313aa079-34fb-474a-9ff1-ad52f4d7d740,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000011,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-15 03:43:57,192.168.1.146
09b856db-0ae9-49ff-927d-e753c76e773f,313aa079-34fb-474a-9ff1-ad52f4d7d740,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000354,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-05-15 12:43:57,192.168.7.53
f2137048-7e7e-4fcd-85ea-84809783f99c,0ba999e5-82d0-4ff5-ad75-3392c9e30dc3,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000018,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-06 04:39:29,192.168.8.248
a12c49f2-8421-4c89-bf00-75be00f995e0,0ba999e5-82d0-4ff5-ad75-3392c9e30dc3,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000018,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-06 23:39:29,192.168.10.40
2765ae96-9f7b-41f1-8543-49ebe0dc3174,deea6851-e974-4b7a-b755-1e8117ee7ae9,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000011,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-02-28 18:26:10,192.168.10.85
